course_key,course_name,instructor,difficulty_level,certification_offered,study_material_available,course_duration_hours,course_price,feedback_score,enrollment_numbers,rating,course_document
AI for Business Leaders | Alexander Young | Advanced,AI for Business Leaders,Alexander Young,Advanced,Yes,Yes,59.4,273.92,0.713,26693.0,3.71,Course Name: AI for Business Leaders. Instructor: Alexander Young. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 59.4. Course Price: 273.92. Feedback Score: 0.713. Enrollment Numbers: 26693.0. Average Rating: 3.71.
Fundamentals of Digital Marketing | Dr. Mia Walker | Advanced,Fundamentals of Digital Marketing,Dr. Mia Walker,Advanced,Yes,Yes,50.22,262.1,0.745,22685.0,3.91,Course Name: Fundamentals of Digital Marketing. Instructor: Dr. Mia Walker. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.22. Course Price: 262.1. Feedback Score: 0.745. Enrollment Numbers: 22685.0. Average Rating: 3.91.
Fundamentals of Digital Marketing | Dr. Mia Walker | Beginner,Fundamentals of Digital Marketing,Dr. Mia Walker,Beginner,No,No,49.7,258.48,0.747,25180.0,3.89,Course Name: Fundamentals of Digital Marketing. Instructor: Dr. Mia Walker. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: No. Course Duration Hours: 49.7. Course Price: 258.48. Feedback Score: 0.747. Enrollment Numbers: 25180.0. Average Rating: 3.89.
Fundamentals of Digital Marketing | Dr. Mia Walker | Intermediate,Fundamentals of Digital Marketing,Dr. Mia Walker,Intermediate,Yes,No,57.52,256.15,0.75,24769.0,4.08,Course Name: Fundamentals of Digital Marketing. Instructor: Dr. Mia Walker. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 57.52. Course Price: 256.15. Feedback Score: 0.75. Enrollment Numbers: 24769.0. Average Rating: 4.08.
Fundamentals of Digital Marketing | Dr. Robert Davis | Advanced,Fundamentals of Digital Marketing,Dr. Robert Davis,Advanced,Yes,Yes,49.29,232.7,0.741,24441.0,3.9,Course Name: Fundamentals of Digital Marketing. Instructor: Dr. Robert Davis. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.29. Course Price: 232.7. Feedback Score: 0.741. Enrollment Numbers: 24441.0. Average Rating: 3.9.
Fundamentals of Digital Marketing | Dr. Robert Davis | Beginner,Fundamentals of Digital Marketing,Dr. Robert Davis,Beginner,No,Yes,51.44,263.37,0.751,25486.0,3.98,Course Name: Fundamentals of Digital Marketing. Instructor: Dr. Robert Davis. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 51.44. Course Price: 263.37. Feedback Score: 0.751. Enrollment Numbers: 25486.0. Average Rating: 3.98.
Fundamentals of Digital Marketing | Dr. Robert Davis | Intermediate,Fundamentals of Digital Marketing,Dr. Robert Davis,Intermediate,Yes,Yes,46.83,292.09,0.759,24727.0,3.94,Course Name: Fundamentals of Digital Marketing. Instructor: Dr. Robert Davis. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 46.83. Course Price: 292.09. Feedback Score: 0.759. Enrollment Numbers: 24727.0. Average Rating: 3.94.
Fundamentals of Digital Marketing | Emma Harris | Advanced,Fundamentals of Digital Marketing,Emma Harris,Advanced,Yes,Yes,45.54,231.71,0.736,25671.0,3.92,Course Name: Fundamentals of Digital Marketing. Instructor: Emma Harris. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 45.54. Course Price: 231.71. Feedback Score: 0.736. Enrollment Numbers: 25671.0. Average Rating: 3.92.
Fundamentals of Digital Marketing | Emma Harris | Beginner,Fundamentals of Digital Marketing,Emma Harris,Beginner,Yes,Yes,54.64,284.09,0.774,27860.0,3.85,Course Name: Fundamentals of Digital Marketing. Instructor: Emma Harris. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 54.64. Course Price: 284.09. Feedback Score: 0.774. Enrollment Numbers: 27860.0. Average Rating: 3.85.
Fundamentals of Digital Marketing | Emma Harris | Intermediate,Fundamentals of Digital Marketing,Emma Harris,Intermediate,Yes,Yes,55.04,269.55,0.754,21300.0,3.9,Course Name: Fundamentals of Digital Marketing. Instructor: Emma Harris. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 55.04. Course Price: 269.55. Feedback Score: 0.754. Enrollment Numbers: 21300.0. Average Rating: 3.9.
Fundamentals of Digital Marketing | Ethan Hall | Advanced,Fundamentals of Digital Marketing,Ethan Hall,Advanced,Yes,Yes,48.13,247.15,0.735,24908.0,3.98,Course Name: Fundamentals of Digital Marketing. Instructor: Ethan Hall. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 48.13. Course Price: 247.15. Feedback Score: 0.735. Enrollment Numbers: 24908.0. Average Rating: 3.98.
Fundamentals of Digital Marketing | Ethan Hall | Beginner,Fundamentals of Digital Marketing,Ethan Hall,Beginner,No,Yes,56.04,251.73,0.767,23140.0,4.04,Course Name: Fundamentals of Digital Marketing. Instructor: Ethan Hall. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 56.04. Course Price: 251.73. Feedback Score: 0.767. Enrollment Numbers: 23140.0. Average Rating: 4.04.
Fundamentals of Digital Marketing | Ethan Hall | Intermediate,Fundamentals of Digital Marketing,Ethan Hall,Intermediate,Yes,Yes,50.81,243.99,0.761,25413.0,4.01,Course Name: Fundamentals of Digital Marketing. Instructor: Ethan Hall. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.81. Course Price: 243.99. Feedback Score: 0.761. Enrollment Numbers: 25413.0. Average Rating: 4.01.
Fundamentals of Digital Marketing | Isabella Scott | Advanced,Fundamentals of Digital Marketing,Isabella Scott,Advanced,Yes,Yes,57.66,246.49,0.731,24350.0,4.11,Course Name: Fundamentals of Digital Marketing. Instructor: Isabella Scott. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 57.66. Course Price: 246.49. Feedback Score: 0.731. Enrollment Numbers: 24350.0. Average Rating: 4.11.
Fundamentals of Digital Marketing | Isabella Scott | Beginner,Fundamentals of Digital Marketing,Isabella Scott,Beginner,No,Yes,47.76,276.7,0.724,23461.0,3.92,Course Name: Fundamentals of Digital Marketing. Instructor: Isabella Scott. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 47.76. Course Price: 276.7. Feedback Score: 0.724. Enrollment Numbers: 23461.0. Average Rating: 3.92.
Fundamentals of Digital Marketing | Isabella Scott | Intermediate,Fundamentals of Digital Marketing,Isabella Scott,Intermediate,Yes,Yes,50.53,241.85,0.766,27542.0,3.98,Course Name: Fundamentals of Digital Marketing. Instructor: Isabella Scott. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.53. Course Price: 241.85. Feedback Score: 0.766. Enrollment Numbers: 27542.0. Average Rating: 3.98.
Fundamentals of Digital Marketing | James Clark | Advanced,Fundamentals of Digital Marketing,James Clark,Advanced,Yes,No,51.18,269.67,0.774,25752.0,3.98,Course Name: Fundamentals of Digital Marketing. Instructor: James Clark. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 51.18. Course Price: 269.67. Feedback Score: 0.774. Enrollment Numbers: 25752.0. Average Rating: 3.98.
Fundamentals of Digital Marketing | James Clark | Beginner,Fundamentals of Digital Marketing,James Clark,Beginner,Yes,Yes,53.87,271.47,0.74,20143.0,3.98,Course Name: Fundamentals of Digital Marketing. Instructor: James Clark. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.87. Course Price: 271.47. Feedback Score: 0.74. Enrollment Numbers: 20143.0. Average Rating: 3.98.
Fundamentals of Digital Marketing | James Clark | Intermediate,Fundamentals of Digital Marketing,James Clark,Intermediate,Yes,Yes,50.41,269.75,0.764,24699.0,3.99,Course Name: Fundamentals of Digital Marketing. Instructor: James Clark. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.41. Course Price: 269.75. Feedback Score: 0.764. Enrollment Numbers: 24699.0. Average Rating: 3.99.
Fundamentals of Digital Marketing | Jessica Martinez | Advanced,Fundamentals of Digital Marketing,Jessica Martinez,Advanced,No,Yes,54.71,256.47,0.729,22534.0,4.03,Course Name: Fundamentals of Digital Marketing. Instructor: Jessica Martinez. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 54.71. Course Price: 256.47. Feedback Score: 0.729. Enrollment Numbers: 22534.0. Average Rating: 4.03.
Fundamentals of Digital Marketing | Jessica Martinez | Beginner,Fundamentals of Digital Marketing,Jessica Martinez,Beginner,Yes,No,53.92,240.89,0.75,26664.0,4.02,Course Name: Fundamentals of Digital Marketing. Instructor: Jessica Martinez. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 53.92. Course Price: 240.89. Feedback Score: 0.75. Enrollment Numbers: 26664.0. Average Rating: 4.02.
Fundamentals of Digital Marketing | Jessica Martinez | Intermediate,Fundamentals of Digital Marketing,Jessica Martinez,Intermediate,Yes,No,51.8,264.81,0.741,26207.0,3.82,Course Name: Fundamentals of Digital Marketing. Instructor: Jessica Martinez. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 51.8. Course Price: 264.81. Feedback Score: 0.741. Enrollment Numbers: 26207.0. Average Rating: 3.82.
Fundamentals of Digital Marketing | Liam Adams | Advanced,Fundamentals of Digital Marketing,Liam Adams,Advanced,No,Yes,55.02,277.78,0.771,25122.0,4.0,Course Name: Fundamentals of Digital Marketing. Instructor: Liam Adams. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 55.02. Course Price: 277.78. Feedback Score: 0.771. Enrollment Numbers: 25122.0. Average Rating: 4.0.
Fundamentals of Digital Marketing | Liam Adams | Beginner,Fundamentals of Digital Marketing,Liam Adams,Beginner,No,Yes,50.21,255.41,0.73,23668.0,4.01,Course Name: Fundamentals of Digital Marketing. Instructor: Liam Adams. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 50.21. Course Price: 255.41. Feedback Score: 0.73. Enrollment Numbers: 23668.0. Average Rating: 4.01.
Fundamentals of Digital Marketing | Liam Adams | Intermediate,Fundamentals of Digital Marketing,Liam Adams,Intermediate,Yes,Yes,51.63,264.95,0.756,24985.0,3.95,Course Name: Fundamentals of Digital Marketing. Instructor: Liam Adams. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 51.63. Course Price: 264.95. Feedback Score: 0.756. Enrollment Numbers: 24985.0. Average Rating: 3.95.
Fundamentals of Digital Marketing | Michael Brown | Advanced,Fundamentals of Digital Marketing,Michael Brown,Advanced,Yes,Yes,50.52,269.72,0.755,26653.0,3.98,Course Name: Fundamentals of Digital Marketing. Instructor: Michael Brown. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.52. Course Price: 269.72. Feedback Score: 0.755. Enrollment Numbers: 26653.0. Average Rating: 3.98.
Fundamentals of Digital Marketing | Michael Brown | Beginner,Fundamentals of Digital Marketing,Michael Brown,Beginner,Yes,Yes,54.23,286.15,0.768,23402.0,3.97,Course Name: Fundamentals of Digital Marketing. Instructor: Michael Brown. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 54.23. Course Price: 286.15. Feedback Score: 0.768. Enrollment Numbers: 23402.0. Average Rating: 3.97.
Fundamentals of Digital Marketing | Michael Brown | Intermediate,Fundamentals of Digital Marketing,Michael Brown,Intermediate,Yes,Yes,52.68,249.46,0.762,25677.0,3.93,Course Name: Fundamentals of Digital Marketing. Instructor: Michael Brown. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.68. Course Price: 249.46. Feedback Score: 0.762. Enrollment Numbers: 25677.0. Average Rating: 3.93.
Fundamentals of Digital Marketing | Olivia Taylor | Advanced,Fundamentals of Digital Marketing,Olivia Taylor,Advanced,Yes,Yes,46.65,252.81,0.754,31652.0,3.96,Course Name: Fundamentals of Digital Marketing. Instructor: Olivia Taylor. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 46.65. Course Price: 252.81. Feedback Score: 0.754. Enrollment Numbers: 31652.0. Average Rating: 3.96.
Fundamentals of Digital Marketing | Olivia Taylor | Beginner,Fundamentals of Digital Marketing,Olivia Taylor,Beginner,Yes,Yes,49.14,265.45,0.746,25050.0,3.96,Course Name: Fundamentals of Digital Marketing. Instructor: Olivia Taylor. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.14. Course Price: 265.45. Feedback Score: 0.746. Enrollment Numbers: 25050.0. Average Rating: 3.96.
Fundamentals of Digital Marketing | Olivia Taylor | Intermediate,Fundamentals of Digital Marketing,Olivia Taylor,Intermediate,Yes,Yes,53.62,275.1,0.754,23046.0,3.86,Course Name: Fundamentals of Digital Marketing. Instructor: Olivia Taylor. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.62. Course Price: 275.1. Feedback Score: 0.754. Enrollment Numbers: 23046.0. Average Rating: 3.86.
Fundamentals of Digital Marketing | Prof. Emily Johnson | Advanced,Fundamentals of Digital Marketing,Prof. Emily Johnson,Advanced,No,Yes,52.91,248.99,0.755,24042.0,3.88,Course Name: Fundamentals of Digital Marketing. Instructor: Prof. Emily Johnson. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 52.91. Course Price: 248.99. Feedback Score: 0.755. Enrollment Numbers: 24042.0. Average Rating: 3.88.
Fundamentals of Digital Marketing | Prof. Emily Johnson | Beginner,Fundamentals of Digital Marketing,Prof. Emily Johnson,Beginner,Yes,Yes,50.42,256.99,0.739,24643.0,3.95,Course Name: Fundamentals of Digital Marketing. Instructor: Prof. Emily Johnson. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.42. Course Price: 256.99. Feedback Score: 0.739. Enrollment Numbers: 24643.0. Average Rating: 3.95.
Fundamentals of Digital Marketing | Prof. Emily Johnson | Intermediate,Fundamentals of Digital Marketing,Prof. Emily Johnson,Intermediate,No,Yes,48.16,258.7,0.779,29103.0,3.88,Course Name: Fundamentals of Digital Marketing. Instructor: Prof. Emily Johnson. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 48.16. Course Price: 258.7. Feedback Score: 0.779. Enrollment Numbers: 29103.0. Average Rating: 3.88.
Fundamentals of Digital Marketing | Sarah Lee | Advanced,Fundamentals of Digital Marketing,Sarah Lee,Advanced,Yes,Yes,50.64,283.88,0.76,25293.0,3.96,Course Name: Fundamentals of Digital Marketing. Instructor: Sarah Lee. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.64. Course Price: 283.88. Feedback Score: 0.76. Enrollment Numbers: 25293.0. Average Rating: 3.96.
Fundamentals of Digital Marketing | Sarah Lee | Beginner,Fundamentals of Digital Marketing,Sarah Lee,Beginner,Yes,Yes,52.18,262.54,0.727,25716.0,3.89,Course Name: Fundamentals of Digital Marketing. Instructor: Sarah Lee. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.18. Course Price: 262.54. Feedback Score: 0.727. Enrollment Numbers: 25716.0. Average Rating: 3.89.
Fundamentals of Digital Marketing | Sarah Lee | Intermediate,Fundamentals of Digital Marketing,Sarah Lee,Intermediate,Yes,Yes,53.24,271.62,0.782,27603.0,3.96,Course Name: Fundamentals of Digital Marketing. Instructor: Sarah Lee. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 53.24. Course Price: 271.62. Feedback Score: 0.782. Enrollment Numbers: 27603.0. Average Rating: 3.96.
Fundamentals of Digital Marketing | Sophia Anderson | Advanced,Fundamentals of Digital Marketing,Sophia Anderson,Advanced,Yes,Yes,44.64,280.82,0.743,24169.0,3.94,Course Name: Fundamentals of Digital Marketing. Instructor: Sophia Anderson. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 44.64. Course Price: 280.82. Feedback Score: 0.743. Enrollment Numbers: 24169.0. Average Rating: 3.94.
Fundamentals of Digital Marketing | Sophia Anderson | Beginner,Fundamentals of Digital Marketing,Sophia Anderson,Beginner,Yes,Yes,56.98,258.88,0.738,25879.0,3.89,Course Name: Fundamentals of Digital Marketing. Instructor: Sophia Anderson. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 56.98. Course Price: 258.88. Feedback Score: 0.738. Enrollment Numbers: 25879.0. Average Rating: 3.89.
Fundamentals of Digital Marketing | Sophia Anderson | Intermediate,Fundamentals of Digital Marketing,Sophia Anderson,Intermediate,Yes,Yes,54.05,259.63,0.721,28022.0,3.81,Course Name: Fundamentals of Digital Marketing. Instructor: Sophia Anderson. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 54.05. Course Price: 259.63. Feedback Score: 0.721. Enrollment Numbers: 28022.0. Average Rating: 3.81.
Fundamentals of Digital Marketing | William Thomas | Advanced,Fundamentals of Digital Marketing,William Thomas,Advanced,No,Yes,53.27,258.21,0.771,21489.0,3.92,Course Name: Fundamentals of Digital Marketing. Instructor: William Thomas. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 53.27. Course Price: 258.21. Feedback Score: 0.771. Enrollment Numbers: 21489.0. Average Rating: 3.92.
Fundamentals of Digital Marketing | William Thomas | Beginner,Fundamentals of Digital Marketing,William Thomas,Beginner,Yes,Yes,48.72,288.1,0.751,23937.0,4.02,Course Name: Fundamentals of Digital Marketing. Instructor: William Thomas. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 48.72. Course Price: 288.1. Feedback Score: 0.751. Enrollment Numbers: 23937.0. Average Rating: 4.02.
Fundamentals of Digital Marketing | William Thomas | Intermediate,Fundamentals of Digital Marketing,William Thomas,Intermediate,Yes,Yes,50.7,250.66,0.73,25029.0,3.98,Course Name: Fundamentals of Digital Marketing. Instructor: William Thomas. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.7. Course Price: 250.66. Feedback Score: 0.73. Enrollment Numbers: 25029.0. Average Rating: 3.98.
Game Development with Unity | Alexander Young | Advanced,Game Development with Unity,Alexander Young,Advanced,Yes,No,49.34,280.32,0.79,26679.0,3.97,Course Name: Game Development with Unity. Instructor: Alexander Young. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 49.34. Course Price: 280.32. Feedback Score: 0.79. Enrollment Numbers: 26679.0. Average Rating: 3.97.
Game Development with Unity | Alexander Young | Beginner,Game Development with Unity,Alexander Young,Beginner,No,Yes,50.39,270.29,0.765,26019.0,3.9,Course Name: Game Development with Unity. Instructor: Alexander Young. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 50.39. Course Price: 270.29. Feedback Score: 0.765. Enrollment Numbers: 26019.0. Average Rating: 3.9.
Game Development with Unity | Alexander Young | Intermediate,Game Development with Unity,Alexander Young,Intermediate,Yes,Yes,57.85,277.75,0.731,23636.0,3.95,Course Name: Game Development with Unity. Instructor: Alexander Young. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 57.85. Course Price: 277.75. Feedback Score: 0.731. Enrollment Numbers: 23636.0. Average Rating: 3.95.
Game Development with Unity | Benjamin Lewis | Advanced,Game Development with Unity,Benjamin Lewis,Advanced,Yes,Yes,56.01,268.5,0.784,22510.0,4.15,Course Name: Game Development with Unity. Instructor: Benjamin Lewis. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 56.01. Course Price: 268.5. Feedback Score: 0.784. Enrollment Numbers: 22510.0. Average Rating: 4.15.
Game Development with Unity | Benjamin Lewis | Beginner,Game Development with Unity,Benjamin Lewis,Beginner,Yes,Yes,47.85,265.54,0.78,27036.0,3.92,Course Name: Game Development with Unity. Instructor: Benjamin Lewis. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 47.85. Course Price: 265.54. Feedback Score: 0.78. Enrollment Numbers: 27036.0. Average Rating: 3.92.
Game Development with Unity | Benjamin Lewis | Intermediate,Game Development with Unity,Benjamin Lewis,Intermediate,Yes,No,53.4,255.68,0.756,21406.0,3.85,Course Name: Game Development with Unity. Instructor: Benjamin Lewis. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 53.4. Course Price: 255.68. Feedback Score: 0.756. Enrollment Numbers: 21406.0. Average Rating: 3.85.
Game Development with Unity | Charlotte King | Advanced,Game Development with Unity,Charlotte King,Advanced,Yes,Yes,49.9,257.37,0.745,26866.0,4.02,Course Name: Game Development with Unity. Instructor: Charlotte King. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.9. Course Price: 257.37. Feedback Score: 0.745. Enrollment Numbers: 26866.0. Average Rating: 4.02.
Game Development with Unity | Charlotte King | Beginner,Game Development with Unity,Charlotte King,Beginner,Yes,Yes,48.94,246.44,0.737,23595.0,3.94,Course Name: Game Development with Unity. Instructor: Charlotte King. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 48.94. Course Price: 246.44. Feedback Score: 0.737. Enrollment Numbers: 23595.0. Average Rating: 3.94.
Game Development with Unity | Charlotte King | Intermediate,Game Development with Unity,Charlotte King,Intermediate,No,No,57.56,236.79,0.751,29299.0,3.97,Course Name: Game Development with Unity. Instructor: Charlotte King. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: No. Course Duration Hours: 57.56. Course Price: 236.79. Feedback Score: 0.751. Enrollment Numbers: 29299.0. Average Rating: 3.97.
Game Development with Unity | Daniel White | Advanced,Game Development with Unity,Daniel White,Advanced,No,No,57.55,259.25,0.752,24307.0,3.82,Course Name: Game Development with Unity. Instructor: Daniel White. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: No. Course Duration Hours: 57.55. Course Price: 259.25. Feedback Score: 0.752. Enrollment Numbers: 24307.0. Average Rating: 3.82.
Game Development with Unity | Daniel White | Beginner,Game Development with Unity,Daniel White,Beginner,Yes,Yes,56.44,245.17,0.754,24076.0,4.04,Course Name: Game Development with Unity. Instructor: Daniel White. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 56.44. Course Price: 245.17. Feedback Score: 0.754. Enrollment Numbers: 24076.0. Average Rating: 4.04.
Game Development with Unity | Daniel White | Intermediate,Game Development with Unity,Daniel White,Intermediate,Yes,Yes,52.97,228.98,0.734,26744.0,4.02,Course Name: Game Development with Unity. Instructor: Daniel White. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.97. Course Price: 228.98. Feedback Score: 0.734. Enrollment Numbers: 26744.0. Average Rating: 4.02.
Game Development with Unity | David Wilson | Advanced,Game Development with Unity,David Wilson,Advanced,No,Yes,44.9,246.95,0.743,23283.0,3.8,Course Name: Game Development with Unity. Instructor: David Wilson. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 44.9. Course Price: 246.95. Feedback Score: 0.743. Enrollment Numbers: 23283.0. Average Rating: 3.8.
Game Development with Unity | David Wilson | Beginner,Game Development with Unity,David Wilson,Beginner,No,Yes,54.96,257.92,0.756,24572.0,4.02,Course Name: Game Development with Unity. Instructor: David Wilson. Difficulty Level: Beginner. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 54.96. Course Price: 257.92. Feedback Score: 0.756. Enrollment Numbers: 24572.0. Average Rating: 4.02.
Game Development with Unity | David Wilson | Intermediate,Game Development with Unity,David Wilson,Intermediate,No,No,44.1,245.09,0.721,25181.0,3.98,Course Name: Game Development with Unity. Instructor: David Wilson. Difficulty Level: Intermediate. Certification Offered: No. Study Material Available: No. Course Duration Hours: 44.1. Course Price: 245.09. Feedback Score: 0.721. Enrollment Numbers: 25181.0. Average Rating: 3.98.
Game Development with Unity | Dr. John Smith | Advanced,Game Development with Unity,Dr. John Smith,Advanced,Yes,No,48.48,283.64,0.772,24605.0,3.99,Course Name: Game Development with Unity. Instructor: Dr. John Smith. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 48.48. Course Price: 283.64. Feedback Score: 0.772. Enrollment Numbers: 24605.0. Average Rating: 3.99.
Game Development with Unity | Dr. John Smith | Beginner,Game Development with Unity,Dr. John Smith,Beginner,Yes,Yes,51.0,267.95,0.771,24781.0,3.88,Course Name: Game Development with Unity. Instructor: Dr. John Smith. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 51.0. Course Price: 267.95. Feedback Score: 0.771. Enrollment Numbers: 24781.0. Average Rating: 3.88.
Game Development with Unity | Dr. John Smith | Intermediate,Game Development with Unity,Dr. John Smith,Intermediate,Yes,Yes,47.15,270.04,0.763,24972.0,3.99,Course Name: Game Development with Unity. Instructor: Dr. John Smith. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 47.15. Course Price: 270.04. Feedback Score: 0.763. Enrollment Numbers: 24972.0. Average Rating: 3.99.
Game Development with Unity | Dr. Mia Walker | Advanced,Game Development with Unity,Dr. Mia Walker,Advanced,No,Yes,49.12,269.23,0.778,24047.0,3.92,Course Name: Game Development with Unity. Instructor: Dr. Mia Walker. Difficulty Level: Advanced. Certification Offered: No. Study Material Available: Yes. Course Duration Hours: 49.12. Course Price: 269.23. Feedback Score: 0.778. Enrollment Numbers: 24047.0. Average Rating: 3.92.
Game Development with Unity | Dr. Mia Walker | Beginner,Game Development with Unity,Dr. Mia Walker,Beginner,Yes,No,49.06,279.75,0.757,24269.0,4.06,Course Name: Game Development with Unity. Instructor: Dr. Mia Walker. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: No. Course Duration Hours: 49.06. Course Price: 279.75. Feedback Score: 0.757. Enrollment Numbers: 24269.0. Average Rating: 4.06.
Game Development with Unity | Dr. Mia Walker | Intermediate,Game Development with Unity,Dr. Mia Walker,Intermediate,Yes,Yes,49.52,263.53,0.778,25433.0,3.83,Course Name: Game Development with Unity. Instructor: Dr. Mia Walker. Difficulty Level: Intermediate. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 49.52. Course Price: 263.53. Feedback Score: 0.778. Enrollment Numbers: 25433.0. Average Rating: 3.83.
Game Development with Unity | Dr. Robert Davis | Advanced,Game Development with Unity,Dr. Robert Davis,Advanced,Yes,Yes,50.51,258.97,0.754,25562.0,4.09,Course Name: Game Development with Unity. Instructor: Dr. Robert Davis. Difficulty Level: Advanced. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 50.51. Course Price: 258.97. Feedback Score: 0.754. Enrollment Numbers: 25562.0. Average Rating: 4.09.
Game Development with Unity | Dr. Robert Davis | Beginner,Game Development with Unity,Dr. Robert Davis,Beginner,Yes,Yes,52.92,252.45,0.758,25807.0,3.91,Course Name: Game Development with Unity. Instructor: Dr. Robert Davis. Difficulty Level: Beginner. Certification Offered: Yes. Study Material Available: Yes. Course Duration Hours: 52.92. Course Price: 252.45. Feedback Score: 0.758. Enrollment Numbers: 25807.0. Average Rating: 3.91.
