user_encoded,course_encoded,rating
3941,989,3.5
25522,632,3.9
30128,1099,3.0
31269,509,4.1
35864,46,3.9
27576,397,4.3
14862,568,2.9
14680,983,3.6
17593,230,3.3
25812,684,2.7
41195,1028,4.2
33042,980,2.7
28781,505,5.0
27343,556,4.5
23402,707,5.0
37367,324,4.1
27226,859,3.8
14608,1108,3.8
29146,151,4.5
15726,928,4.0
9717,643,4.1
42567,834,3.6
39808,479,4.6
29377,65,4.2
37360,448,3.6
30152,838,5.0
36116,22,5.0
23666,598,3.6
42783,269,4.8
40321,176,5.0
34528,713,5.0
36737,208,3.8
26206,1080,4.0
40924,940,3.5
22427,351,3.1
22247,236,3.7
1361,714,4.2
26657,700,2.9
16310,400,4.8
7472,422,3.9
7578,19,4.1
41541,774,3.1
36617,769,3.6
34586,64,4.5
37305,431,4.3
23961,723,3.4
42070,23,3.7
8204,901,4.1
25110,856,4.5
41569,691,4.6
41668,835,3.5
8945,1061,3.9
32226,509,4.9
3942,1101,4.5
23125,514,3.9
8886,1120,4.3
18704,586,3.8
14010,864,2.7
33827,226,4.3
19865,291,5.0
18741,532,3.0
41011,1160,3.0
14195,565,2.9
4875,912,4.6
14462,40,3.9
42645,645,5.0
26158,278,2.6
21081,388,4.4
9633,160,2.5
33467,692,4.3
29350,601,2.8
42125,238,3.2
41777,1193,2.5
22210,514,5.0
1903,576,3.0
41659,172,3.7
23754,210,4.3
28253,755,3.9
33050,5,3.9
15424,20,3.7
15471,533,4.6
9690,135,4.7
26884,444,3.5
32158,167,1.4
41146,796,5.0
15479,670,3.3
24404,735,4.6
12918,504,5.0
43188,451,2.8
11739,1189,4.4
27718,266,3.4
6379,673,5.0
2175,362,5.0
6241,1066,4.5
41165,745,3.2
11075,406,5.0
3965,271,4.8
21715,20,2.5
40279,710,5.0
5806,80,3.4
31000,606,3.8
32901,538,4.8
32451,1038,4.3
26147,1051,4.1
8298,138,3.3
29194,745,3.1
19096,420,4.3
28446,618,3.9
20405,1027,5.0
38068,1067,3.8
35954,103,4.7
440,942,2.9
5863,486,4.2
36333,164,3.6
42178,680,2.2
36653,1159,3.3
31689,367,2.1
28043,988,4.8
42121,796,3.6
19812,1033,4.0
11453,273,4.1
34545,138,3.8
2998,828,3.0
10808,146,3.8
35041,891,3.5
12972,672,4.9
33587,275,4.1
32992,586,3.8
202,921,3.4
21398,178,3.7
29140,173,4.3
10105,776,4.1
27582,102,3.4
14690,873,3.0
26927,240,3.6
4052,125,3.9
16058,439,3.8
11418,601,3.6
4474,36,4.3
18432,1095,4.8
20313,1097,4.0
31357,287,5.0
10319,1028,3.6
34569,863,5.0
1591,622,3.9
28612,634,4.9
31566,467,5.0
24229,1082,3.8
3905,685,4.4
24063,193,4.3
37227,274,3.7
10740,336,4.4
32497,136,4.3
11730,201,5.0
27150,722,5.0
13273,505,5.0
17200,289,4.4
17980,123,4.2
5866,396,3.8
35398,233,3.8
33084,670,3.4
33600,886,3.0
7774,1138,4.8
3603,453,3.7
31989,381,4.3
21189,682,3.4
6623,193,5.0
17285,961,5.0
5857,1127,4.0
2697,568,3.8
30183,728,4.7
32807,1169,5.0
29219,286,4.9
11822,283,3.1
16834,1078,4.1
28518,185,4.9
27406,174,3.6
23134,894,5.0
23392,931,4.0
25597,757,3.3
16669,602,4.0
11025,1117,3.8
22999,168,1.5
39106,754,4.1
17832,728,2.8
34442,643,4.3
13491,535,3.8
17102,255,4.2
24701,254,4.3
7950,547,4.0
23520,52,4.5
43026,577,3.7
37929,60,2.8
41643,301,4.5
22992,403,2.8
7966,478,2.6
446,852,3.3
10705,1123,4.2
18672,538,4.1
12658,512,3.0
18866,49,3.6
9291,208,3.7
16125,482,4.6
42337,556,5.0
30349,136,3.8
22243,664,2.6
4120,1063,3.9
43209,1024,3.6
10304,520,5.0
39353,966,3.4
7116,1009,4.7
16156,955,3.3
35171,544,4.4
22178,474,4.0
23084,697,3.6
3820,449,3.9
41613,162,3.5
11410,287,3.2
37773,458,4.2
25553,1096,5.0
25702,68,3.9
5504,830,4.2
24747,1117,5.0
38185,598,3.3
39098,1009,5.0
17233,754,4.0
21115,531,3.2
14873,259,3.1
21874,313,3.4
10547,1126,4.8
26819,1130,4.3
1141,28,4.7
9678,1018,3.7
39150,183,5.0
5428,13,4.0
15256,1177,4.5
34547,1186,3.8
22366,209,3.0
297,893,4.3
31200,62,4.2
25880,1054,4.4
42787,922,5.0
11600,466,5.0
1592,333,3.9
24751,1049,4.1
20163,800,4.4
426,827,4.0
3991,536,4.0
31702,805,4.3
7189,385,4.3
1745,1199,3.2
12698,331,3.3
41773,803,3.2
13968,482,2.5
36714,778,3.4
18554,314,4.6
22481,1124,4.5
1957,228,3.6
26557,76,3.1
37020,446,4.2
1370,706,5.0
38717,715,3.6
38412,671,4.8
1114,10,4.5
12757,709,3.2
26084,638,4.2
41075,706,3.1
25712,404,4.9
13828,935,3.2
26906,586,3.7
15937,857,2.9
41306,901,3.5
30843,1087,2.7
18899,210,3.2
16064,119,3.5
2848,784,4.4
29314,268,5.0
2714,812,4.9
24391,1145,3.7
38406,40,1.5
26479,153,3.9
30242,197,4.1
18050,93,5.0
33559,1162,3.7
25723,801,5.0
7515,259,4.1
12532,780,5.0
34455,89,2.8
22216,1035,2.5
39184,1006,3.3
21382,1030,5.0
14363,805,4.0
13765,1195,3.7
34372,649,3.8
15942,976,4.8
32621,773,4.7
12995,1108,4.4
19208,715,3.5
11846,399,4.7
19402,241,4.1
3517,874,5.0
26638,1008,2.5
23760,793,2.9
28664,359,4.4
12073,594,3.3
33097,1090,4.2
7691,956,4.0
13664,509,4.3
2778,675,2.7
1937,655,4.6
36201,694,3.8
28860,770,4.0
17127,891,4.0
12506,469,4.0
9280,1168,5.0
22286,645,3.4
41488,836,3.7
15709,876,4.0
18079,339,3.8
41931,590,3.5
4412,550,4.3
35201,920,4.2
8889,283,4.3
27950,209,3.4
12868,595,4.5
34182,143,5.0
16010,595,4.4
21919,661,3.0
5278,241,4.0
2116,330,4.6
18450,496,2.7
5293,263,3.3
30840,956,3.1
28387,351,5.0
33370,1164,4.6
7402,681,3.5
22435,883,3.1
39989,865,4.5
37325,823,4.3
19666,595,4.6
34271,1109,3.4
5755,472,3.8
37270,586,4.8
25209,580,4.6
27624,784,4.3
13514,957,4.2
29987,314,5.0
1118,590,3.4
15111,284,4.9
19398,35,4.6
6407,757,4.4
22938,833,5.0
33629,1088,3.3
27577,517,3.0
35631,1079,4.4
38211,1124,4.3
12445,259,3.8
28845,162,2.4
26428,446,3.3
8074,751,3.2
29524,1118,4.4
10174,974,3.9
40785,481,3.7
22135,1105,2.7
4279,199,2.8
150,686,4.3
38127,337,3.7
2287,826,5.0
14463,738,4.3
25878,54,4.1
1649,147,3.2
12253,79,4.0
28521,204,3.8
21498,790,4.1
25908,49,4.5
26238,637,4.1
22563,11,1.9
8784,235,2.5
26337,460,3.9
3971,1162,4.2
32676,1037,3.5
6782,838,4.2
12773,131,3.8
15281,1118,3.2
31119,1185,3.8
2884,296,5.0
21767,494,3.7
36739,341,2.6
29549,976,5.0
13092,413,5.0
22485,709,4.2
35187,279,3.6
38122,689,3.2
22609,1015,4.9
4304,792,5.0
4486,305,4.5
17555,484,4.2
25697,163,3.5
3104,1030,3.0
36191,651,5.0
42900,778,4.3
1377,598,3.4
35944,1043,4.1
14663,458,4.8
26239,874,5.0
538,610,3.4
13228,295,5.0
2226,892,4.9
23187,993,5.0
17448,710,3.1
34485,1039,4.6
19837,398,4.8
28488,832,4.6
35396,91,3.6
13283,512,3.9
24195,43,3.9
34123,61,3.5
13718,743,4.7
9748,1037,3.4
30698,1027,3.2
32085,878,4.2
6948,772,2.2
28745,776,4.0
25472,623,3.7
13030,1048,4.8
29285,1034,4.3
3453,681,3.7
25468,188,3.6
24389,7,3.8
30790,972,5.0
11718,152,4.6
11961,758,4.3
16135,786,5.0
8801,461,3.9
36443,528,2.5
13757,15,2.4
10284,651,3.9
9465,904,3.6
5491,1079,3.5
13639,860,3.0
14769,1171,4.1
36656,11,4.1
32895,583,4.8
6478,373,4.2
32502,611,4.8
14203,188,4.9
20846,598,3.8
5891,49,4.6
41421,172,4.5
3571,313,5.0
32794,664,4.2
31309,319,4.4
25895,129,3.6
41316,864,4.7
2746,665,2.8
41854,968,5.0
3368,1138,4.3
26430,1112,3.8
27747,766,5.0
41231,689,4.8
23453,842,4.0
19632,1198,3.8
5214,853,3.2
6902,827,2.6
27064,9,3.0
36698,183,5.0
21330,173,2.6
3222,966,3.9
9641,511,3.5
32110,378,2.6
42171,1039,3.7
474,455,4.2
31570,505,3.2
34702,1006,3.6
39900,926,2.9
40986,734,4.8
41889,286,2.8
30060,367,4.6
26476,137,4.2
3884,163,2.7
1080,1033,4.1
40556,383,4.3
20230,994,3.0
20897,31,3.2
16694,91,3.9
2145,373,4.8
38878,457,3.6
10566,679,4.0
15512,34,4.7
27370,613,2.8
8843,1163,2.6
22842,955,2.8
21170,533,4.4
3146,878,3.9
26446,712,3.0
16305,568,4.2
38365,538,4.5
14309,152,5.0
12971,871,3.1
14783,334,3.7
26612,407,3.9
37896,984,4.2
24314,65,4.8
6064,370,2.8
13385,1017,3.4
32018,850,4.3
4071,469,3.5
13829,267,3.6
34254,104,3.4
8618,1009,4.5
31963,1138,2.8
13019,499,3.9
12982,424,3.4
42574,376,2.9
19793,542,3.5
27266,740,4.2
38439,589,4.2
37317,985,5.0
19958,257,3.2
5433,1112,2.4
10831,825,4.5
14889,1178,4.0
35469,112,4.7
23097,783,2.7
14620,650,3.7
11228,739,3.5
11288,649,4.2
17870,1123,5.0
13914,169,5.0
14521,282,3.3
29929,930,3.9
3278,847,3.7
26204,428,4.7
9622,638,4.2
28292,876,4.5
14207,295,3.9
43028,66,3.7
36491,462,2.9
42747,595,5.0
16687,850,3.0
9916,116,3.3
28441,506,4.3
31659,154,4.1
3646,702,3.3
39663,259,4.1
10354,622,3.8
12593,475,3.7
6458,640,3.0
34154,602,3.2
14600,1087,4.7
35437,402,3.7
35901,463,3.4
30880,755,4.8
23359,936,3.9
786,504,3.0
8268,964,3.9
12510,198,4.7
32671,61,5.0
109,914,5.0
24798,494,4.7
2658,157,2.5
38041,364,3.7
33661,653,4.7
12735,64,4.3
15451,226,3.7
15979,754,4.4
6840,628,4.6
30305,697,4.1
42199,943,5.0
21713,316,5.0
42107,41,4.7
28176,1159,4.6
1057,391,5.0
18708,579,3.6
24861,1084,4.1
26768,1088,3.8
33201,1126,3.6
40868,689,4.3
117,652,4.1
31558,350,3.8
15697,538,3.8
18010,428,4.6
20042,817,5.0
38052,278,3.1
26212,313,2.1
4547,439,2.8
7488,1179,3.0
4853,1029,3.4
32589,494,5.0
39630,1098,3.3
22008,403,5.0
38760,154,4.7
4053,732,4.6
16474,4,1.9
91,573,4.1
15867,280,5.0
33006,1069,3.8
26304,1099,4.8
9530,500,3.7
10526,1158,4.6
14658,592,3.9
27932,1144,4.8
3404,169,3.8
21642,1148,4.4
40303,1101,3.9
20501,404,5.0
38676,211,3.7
1135,859,5.0
23535,302,3.9
37503,941,4.7
40552,884,5.0
21199,841,5.0
32797,778,5.0
22602,153,4.8
1148,536,3.4
41767,526,5.0
10584,289,3.2
25313,1153,4.8
9997,72,4.1
22132,53,5.0
11758,824,4.2
40187,955,4.8
33930,43,4.6
25895,865,4.1
33063,1186,3.0
33085,982,4.7
11070,1041,4.5
27721,613,4.2
20769,333,3.0
28275,827,4.4
28544,630,5.0
28812,231,4.6
12917,79,5.0
41163,838,5.0
6846,1123,3.7
22585,506,4.4
8233,686,4.5
24867,535,3.9
42551,634,4.4
32086,934,4.2
32732,599,3.8
40343,1061,4.3
9770,513,2.4
42223,748,4.6
22786,182,4.2
16741,486,2.8
33170,993,3.0
21123,857,4.2
38565,690,2.7
41794,1191,3.8
17838,1072,4.0
15013,1103,4.9
16000,348,3.1
11001,976,2.8
5763,559,4.2
3420,868,4.9
14543,106,3.9
17097,703,3.9
271,755,3.3
34984,700,4.1
23837,322,4.1
25426,739,3.4
6635,220,3.3
13391,204,3.9
30985,714,4.5
22956,1157,5.0
26414,62,2.9
37990,1052,4.0
30105,472,3.5
11530,1007,4.3
32559,505,2.3
29628,825,3.6
23329,973,3.8
17788,173,3.3
20866,628,2.3
32548,674,2.8
17145,1083,3.5
38652,406,5.0
36474,47,3.6
4686,538,4.8
28849,13,4.8
17261,1000,3.9
35547,902,4.2
10029,997,2.9
517,172,3.6
18546,946,4.1
28049,1162,4.1
24526,176,3.3
12791,880,5.0
32008,307,3.8
17899,764,3.4
2882,96,4.5
140,1123,4.4
13833,1198,3.6
2835,623,4.3
11616,107,3.5
38909,342,3.4
34592,472,3.9
7704,782,5.0
10206,545,5.0
2234,362,3.1
18104,278,3.5
10359,480,3.5
11007,633,4.0
26169,739,3.1
389,320,4.1
33495,839,3.8
14924,592,5.0
2486,31,3.4
38166,1071,3.3
29909,1079,3.9
14942,975,4.5
10266,1147,4.5
12302,547,4.9
25082,232,5.0
25879,625,5.0
20975,379,3.7
42213,286,3.6
8114,154,3.2
2498,151,3.5
34867,862,5.0
26032,580,3.2
24061,947,4.5
8417,810,4.5
796,487,4.8
32669,1118,3.0
18111,315,4.4
18009,304,5.0
8573,190,3.7
4804,224,3.2
6841,405,4.0
40600,275,4.1
9361,820,2.7
13680,1156,4.9
27956,373,4.5
19864,827,4.3
42878,1150,5.0
28874,698,2.6
24036,161,3.7
10456,1078,3.6
41541,145,4.5
9983,466,3.3
18121,776,4.4
13838,986,2.9
2381,126,3.1
16492,745,4.6
13140,569,3.7
10203,175,3.6
1760,540,2.9
28902,198,3.1
2944,778,3.2
1498,784,4.6
38017,59,2.7
8412,906,3.2
11648,997,4.1
24,598,3.3
21063,274,2.6
8952,415,3.5
34654,1130,4.3
41175,394,5.0
5641,511,5.0
4972,767,3.3
6673,710,4.1
11545,511,3.9
25898,217,4.9
23808,164,3.5
29335,376,4.3
32661,235,5.0
38960,622,5.0
28014,679,3.4
17739,1069,3.9
33210,966,3.7
28009,194,4.7
40348,215,5.0
12397,750,2.1
6332,328,3.9
3343,1092,3.1
12467,40,4.1
4125,463,3.7
39593,575,4.0
1560,985,2.8
8374,659,4.0
10783,820,3.7
14622,739,3.3
37029,1102,4.9
23246,606,3.5
36350,223,3.6
21474,712,4.6
6932,587,3.4
8319,1063,3.3
5939,508,4.3
33165,451,4.1
18845,640,3.6
13619,232,3.5
32322,497,4.9
3159,935,3.7
7230,927,4.4
6313,1021,3.9
17271,1147,4.1
37258,10,4.5
19927,1096,3.2
15201,562,4.1
12132,65,4.8
10364,280,4.4
31022,343,4.0
40474,724,3.1
35429,1159,3.9
26855,725,2.8
26808,451,4.9
2996,1081,3.4
27910,27,3.7
12851,33,2.4
33098,565,2.9
21498,628,4.2
1835,35,3.8
13756,349,3.8
21211,25,4.1
13477,814,3.0
12782,769,3.3
31683,110,5.0
4708,204,4.2
32225,50,2.8
34313,1099,3.4
30552,800,3.8
32604,238,5.0
10961,855,3.8
21372,58,5.0
6207,1025,3.8
27610,742,4.7
11481,565,3.5
30424,799,4.4
20824,894,4.3
12828,1146,4.8
24208,693,5.0
27615,73,4.4
1455,232,3.3
17341,268,4.5
35681,781,4.1
12537,787,3.7
10561,195,4.0
13708,702,4.6
17834,268,5.0
24720,674,5.0
13,62,4.5
38451,872,4.0
36447,699,5.0
32263,265,4.8
6964,483,4.2
1864,67,4.5
38486,749,4.6
8969,485,3.1
36999,421,4.5
24639,763,3.7
6906,1164,4.6
37759,1069,3.1
28509,622,2.3
22514,735,5.0
31349,709,4.3
10008,4,3.7
27876,979,4.2
26699,533,3.6
42959,1080,3.3
18207,37,2.7
41121,547,3.8
12125,538,4.3
21057,388,4.0
1104,541,4.0
30253,680,3.1
36028,1119,3.6
38174,946,5.0
21523,943,5.0
4853,1151,4.7
25193,999,3.6
40330,550,4.7
571,1171,3.6
41503,881,5.0
16903,760,4.4
2899,470,4.4
37228,838,5.0
31001,989,2.9
30810,753,3.5
9282,1081,4.4
23074,1159,4.7
5300,1192,3.7
19856,1125,3.8
37955,301,4.1
21590,190,2.5
42966,732,5.0
14917,233,3.3
20125,1081,3.4
25313,386,3.7
27597,1003,3.7
33827,258,4.5
11491,292,3.9
6668,84,4.5
27870,1111,3.6
42511,634,3.4
38095,884,2.0
31064,1028,3.0
1954,1150,4.8
35433,1024,5.0
1414,92,4.1
36487,929,4.5
40477,510,3.2
28039,792,2.8
29874,307,3.9
13296,733,3.2
35135,928,4.0
5948,28,4.5
30612,584,4.7
41067,41,3.4
30731,788,4.4
22089,741,3.6
6973,724,3.3
6946,571,3.7
24450,869,4.5
4492,824,3.4
40585,741,3.8
12874,1144,5.0
8970,512,3.8
24669,1096,4.7
28143,869,3.8
11369,573,3.0
5363,1186,4.8
12490,82,4.9
38954,394,4.6
30568,635,3.3
30776,281,2.7
33710,753,4.6
30337,791,3.4
15569,475,4.5
13624,835,3.8
28849,772,3.2
34742,218,3.8
25206,298,3.4
22775,1199,5.0
12948,870,4.8
7386,2,3.1
33370,837,3.5
15085,842,3.1
37596,252,5.0
18950,115,4.5
10647,917,3.9
17177,2,4.8
18920,782,3.8
23611,863,4.1
43173,385,2.3
38038,238,3.9
35071,767,3.9
23295,234,3.8
30597,844,4.6
22503,626,3.1
42140,292,4.7
11526,562,3.7
28207,1152,3.6
1203,599,3.9
31219,228,2.6
34608,166,4.3
12749,47,5.0
34095,49,3.3
12087,1046,4.4
6378,357,4.8
20367,323,4.2
29105,896,4.6
33908,835,5.0
27206,802,3.5
7982,971,4.5
25999,746,4.1
26874,985,4.2
29200,565,4.7
27348,448,4.4
22351,177,3.0
36966,1098,3.4
41630,214,3.4
40503,226,4.1
26154,346,1.5
27859,212,5.0
15177,1114,3.8
4437,1090,4.6
2945,207,5.0
38814,1117,4.1
25099,652,4.7
4904,708,4.4
11729,698,5.0
1133,100,2.8
12770,527,2.7
5801,649,4.3
28301,885,4.4
4713,246,2.8
11665,635,5.0
10943,634,4.8
386,697,4.3
146,707,3.0
4898,777,3.7
31233,665,4.9
31245,713,3.0
14998,285,3.8
30536,1013,3.4
18147,146,4.0
24898,1014,4.6
39048,1108,4.8
17486,945,3.0
4970,1048,4.7
35349,68,3.5
21291,394,5.0
37155,115,5.0
20173,1021,5.0
32306,745,5.0
27040,470,3.7
28521,823,4.6
21784,160,3.2
22905,879,4.0
25726,872,5.0
5514,442,3.7
29851,397,3.3
15948,318,4.8
8511,1060,3.5
41501,1159,3.2
5413,377,5.0
22496,880,2.3
9793,803,3.3
27890,318,3.7
13682,197,3.5
6538,877,4.8
8973,1061,2.8
40787,913,3.8
3333,809,4.7
16968,146,3.7
32707,1084,4.9
41489,1065,4.6
10446,819,4.2
16764,302,5.0
24307,1033,4.3
29334,1144,5.0
41046,426,5.0
34283,948,3.2
19778,50,4.0
12429,640,3.6
15630,481,4.0
7163,582,4.7
6366,64,2.6
34611,762,3.7
32368,1198,3.6
3633,1139,3.7
10116,310,3.9
9636,1041,4.7
19511,226,3.5
10763,782,3.7
9905,92,4.3
273,1102,3.7
23402,740,5.0
22838,401,4.9
33037,1053,3.0
13433,439,1.9
13785,415,3.8
42845,797,3.6
18972,43,3.1
112,43,3.4
29004,1091,3.7
42590,1137,3.4
5968,685,4.6
7961,1054,3.1
26167,661,5.0
10645,649,4.5
11081,871,4.2
15226,430,3.5
21333,1018,5.0
20123,1010,3.9
36284,94,3.3
31188,835,5.0
1952,616,4.1
17456,581,4.0
662,1165,3.7
30698,154,3.8
15455,372,5.0
38825,619,3.1
38634,904,3.7
25540,743,4.4
32718,884,3.1
28775,563,3.0
23397,673,5.0
33853,540,3.4
30029,633,3.0
30726,7,5.0
38246,252,3.1
10240,763,3.7
7999,796,3.1
24135,284,4.2
34791,106,4.9
25849,550,5.0
38824,85,3.2
5416,559,5.0
39556,813,3.2
22777,635,4.5
3571,338,5.0
33385,1006,4.9
34948,961,5.0
2007,650,2.6
18967,580,4.2
34122,7,4.2
7551,106,4.5
15632,298,5.0
39374,460,3.7
9361,926,3.5
6007,809,5.0
23830,935,3.9
32879,263,3.8
34005,697,3.5
42741,973,3.8
1256,974,3.9
7858,8,3.5
30358,484,3.9
32259,486,4.0
32957,874,3.1
12475,946,4.9
40068,965,3.6
19309,734,4.0
15709,791,2.3
8659,292,3.0
2758,1176,3.7
10273,707,2.7
22140,7,4.2
41526,252,4.7
30790,924,5.0
31770,677,3.2
8827,1125,4.3
42864,634,4.2
27386,207,4.4
30183,112,4.2
16294,562,4.2
42085,1028,4.4
17443,780,3.5
16663,575,4.4
8504,397,2.9
38135,13,4.0
31073,44,3.0
10558,206,4.6
24886,343,3.3
39647,433,3.4
6800,329,3.8
15164,73,4.0
16709,1187,2.2
8607,823,2.7
21648,1123,4.5
25504,1009,2.3
27522,1190,3.5
28559,533,3.4
26316,165,2.9
32459,66,3.6
32768,736,3.6
25623,7,4.3
35395,621,4.7
30491,210,3.7
28552,704,4.6
26350,825,3.7
27976,491,4.3
5311,198,4.3
37674,215,4.5
23262,893,4.2
18310,1177,4.8
8612,504,4.2
4618,814,5.0
15379,749,4.0
4096,83,3.2
12582,10,3.4
8634,727,5.0
29511,1099,4.2
4675,428,4.4
14233,754,3.7
29921,826,3.1
8420,390,4.7
9868,246,4.0
21740,268,5.0
30405,933,5.0
1307,793,4.6
38485,400,3.5
6100,1120,3.7
7569,88,4.6
31472,997,4.0
1847,1045,5.0
17012,480,4.5
35750,1060,3.4
22677,362,4.2
12083,299,2.2
16995,839,4.6
2308,1003,5.0
27838,680,3.6
10875,342,4.1
40871,911,3.4
13208,169,3.3
38723,526,4.2
29484,1080,1.4
27069,396,5.0
39944,679,3.5
28975,311,4.8
19226,550,3.9
4971,216,3.8
27905,91,5.0
27544,62,3.9
9638,660,3.2
35689,362,3.7
30326,424,3.8
13007,772,4.8
7810,305,4.7
17915,575,3.9
15833,1077,4.4
5408,544,4.8
31822,330,4.3
2617,429,5.0
39834,517,4.1
35557,1186,3.4
37300,359,4.3
37444,813,3.8
3340,157,4.1
15666,880,3.9
17808,505,3.8
22948,817,3.6
36595,168,3.9
31286,130,4.9
42473,387,4.2
30474,428,2.8
13655,891,3.6
4271,122,4.7
16137,283,4.2
33783,856,3.0
27080,988,5.0
7487,259,3.6
38663,517,4.8
11042,637,5.0
8260,742,3.8
8574,628,3.5
13270,602,3.4
7655,723,4.0
24070,929,3.6
24871,400,4.4
16756,667,4.4
38973,117,2.9
27138,646,4.4
28357,110,4.9
11293,238,5.0
4501,421,3.6
23080,127,3.4
41695,355,4.3
3153,722,4.7
37840,70,3.7
41380,100,4.6
22128,419,3.4
6305,583,3.6
38686,988,4.7
32797,653,4.0
7771,205,2.8
41193,286,4.3
250,737,3.3
33998,1124,3.0
33153,223,4.9
19128,886,4.7
16268,287,3.7
34839,401,4.2
37852,604,4.2
10951,296,3.2
29251,1086,3.3
27946,629,2.5
26470,15,4.2
19876,104,2.9
21185,1091,2.9
16725,779,4.5
27235,394,3.8
6673,467,5.0
28831,166,4.0
14367,241,4.2
12243,757,3.6
20363,890,3.6
1064,301,4.8
3579,676,3.5
16313,1109,4.8
9290,304,5.0
7458,426,3.4
31193,695,4.0
24693,581,3.3
15911,487,5.0
37154,829,3.2
36782,409,4.3
25580,787,3.5
42119,250,3.3
4583,28,5.0
41330,348,3.1
8822,1171,3.7
3712,935,2.2
36635,703,3.9
22044,264,3.4
29078,605,2.7
7287,182,4.0
24210,539,1.9
40367,1042,3.0
4150,550,4.0
20225,1139,2.9
11126,151,4.2
17182,824,4.6
24713,125,2.8
26041,1105,4.9
12423,184,2.2
30156,394,3.8
42407,1128,3.8
12231,467,4.6
16134,772,2.7
27573,530,4.1
41361,977,4.6
39157,446,4.9
41052,692,5.0
41519,585,4.1
42379,628,2.9
40949,7,3.1
7741,904,3.4
40912,823,4.7
25034,745,4.1
38643,899,4.1
39287,1096,4.2
5616,1,3.0
33836,683,4.8
27261,258,3.9
32460,478,3.3
30681,16,4.7
39095,498,3.4
39964,1087,4.4
5001,833,4.8
29053,694,3.0
37272,94,4.0
2813,290,4.1
36536,922,4.2
2960,49,3.7
16255,548,4.9
3636,992,4.1
6511,588,5.0
19683,853,3.7
22324,786,4.6
12214,473,4.8
41569,467,3.8
34187,391,5.0
8365,1021,5.0
13294,349,3.5
5373,192,4.6
36790,663,4.8
7949,117,4.7
37273,858,3.1
40568,175,3.5
32935,847,3.2
15782,935,5.0
29542,928,3.8
35371,549,4.1
18836,290,4.3
21802,586,3.4
34393,975,4.7
11946,1141,4.4
17024,326,2.6
39765,223,5.0
15545,145,3.9
4263,1021,4.8
26461,295,4.2
5657,606,3.6
23008,76,2.5
25728,812,5.0
40193,121,3.5
10844,457,3.6
43055,1095,5.0
31934,303,4.1
8700,640,4.4
560,517,4.5
5073,622,3.0
19947,1036,3.3
10737,303,4.6
23026,1028,2.8
14206,799,4.4
41035,309,4.0
41406,802,3.2
38229,830,4.0
13304,596,4.3
28828,132,4.9
4502,701,4.0
40041,247,2.0
33161,509,4.9
8121,820,4.1
2978,138,3.9
7863,469,4.7
22986,295,3.3
33605,847,3.2
30627,940,4.2
34220,602,4.5
2999,844,3.7
768,559,4.5
7547,140,3.6
12237,187,4.6
31929,1135,3.9
37102,438,4.3
31842,668,5.0
42365,220,3.9
5341,148,4.8
11676,526,4.0
1959,214,3.2
32652,242,3.4
14670,448,3.1
27447,30,2.6
39922,295,4.6
34261,430,2.9
20337,683,3.7
40195,1033,3.9
34636,1055,3.6
7503,589,4.2
31439,223,3.2
12712,659,3.6
19791,367,4.8
27984,385,4.1
25513,974,4.3
9992,674,4.2
16116,436,4.0
879,594,3.9
22656,1132,5.0
21548,1017,5.0
13318,14,4.7
9756,39,3.9
37852,476,3.9
27314,116,4.7
41660,871,4.6
34604,573,3.5
9146,994,4.0
17411,546,3.4
35317,397,4.2
1103,914,3.5
24332,508,4.9
12478,1195,3.5
32963,1034,3.7
781,397,3.3
36430,211,2.9
35702,677,4.1
37039,350,3.9
14118,178,3.5
19368,407,4.4
13779,292,1.6
37019,181,3.4
37594,1018,2.3
27129,931,4.3
28713,953,4.3
5719,445,3.8
26138,185,4.2
31657,841,3.8
16395,616,3.0
27126,490,4.2
18989,78,3.9
22642,879,4.4
39388,694,3.5
34011,841,4.2
9011,980,5.0
10370,351,3.9
13046,715,5.0
2462,590,2.8
38644,119,2.9
30528,752,4.5
11035,358,4.8
3788,168,4.1
35982,351,4.7
23008,8,5.0
14287,268,3.5
17720,88,2.5
30960,272,4.2
661,1025,3.0
17729,55,3.4
9095,358,2.9
13958,97,3.9
23347,910,4.5
12254,1138,5.0
18517,188,3.3
5852,394,3.7
27709,717,3.6
12514,609,4.4
8589,1064,4.7
25415,756,2.3
16285,1050,3.3
33247,647,4.6
6018,655,4.7
8070,1184,4.5
31908,1030,4.2
2092,566,4.6
467,1112,3.3
9142,1054,3.2
26472,316,5.0
1973,265,4.2
42713,739,3.0
16042,1018,3.6
29510,954,2.7
30309,781,3.9
5695,487,4.9
27220,337,4.5
7482,926,3.9
29055,340,4.3
20547,190,4.7
20727,286,5.0
31556,407,3.0
3179,1111,3.2
29403,598,3.1
12251,616,4.0
42247,667,3.6
31581,1030,3.0
8759,524,4.2
20922,206,3.6
15451,562,4.5
13647,790,4.4
28071,454,3.5
24976,1113,3.8
13477,46,3.3
19767,484,2.8
27327,964,4.6
39750,955,3.1
5269,1059,4.2
25061,294,5.0
29925,418,4.8
5693,662,3.0
32068,793,2.3
6221,169,4.7
9663,442,2.3
2457,855,4.1
27865,877,5.0
31873,305,5.0
987,487,4.2
42109,889,4.0
42703,650,5.0
6548,1180,5.0
8383,1132,4.9
31781,196,4.5
39178,800,4.5
35375,621,4.3
4832,469,2.4
